# lowest eigenfunctions

 
         0 	          0
 0.0322581 	  0.0256968
 0.0645161 	  0.0511299
 0.0967742 	  0.0760383
  0.129032 	   0.100166
   0.16129 	   0.123267
  0.193548 	   0.145102
  0.225806 	   0.165449
  0.258065 	   0.184098
  0.290323 	   0.200857
  0.322581 	   0.215556
  0.354839 	   0.228043
  0.387097 	   0.238189
  0.419355 	   0.245892
  0.451613 	   0.251071
  0.483871 	   0.253674
  0.516129 	   0.253674
  0.548387 	   0.251071
  0.580645 	   0.245892
  0.612903 	   0.238189
  0.645161 	   0.228043
  0.677419 	   0.215556
  0.709677 	   0.200857
  0.741935 	   0.184098
  0.774194 	   0.165449
  0.806452 	   0.145102
   0.83871 	   0.123267
  0.870968 	   0.100166
  0.903226 	  0.0760383
  0.935484 	  0.0511299
  0.967742 	  0.0256968
         1 	          0

 
         0 	          0
 0.0322581 	 -0.0511299
 0.0645161 	  -0.100166
 0.0967742 	  -0.145102
  0.129032 	  -0.184098
   0.16129 	  -0.215556
  0.193548 	  -0.238189
  0.225806 	  -0.251071
  0.258065 	  -0.253674
  0.290323 	  -0.245892
  0.322581 	  -0.228043
  0.354839 	  -0.200857
  0.387097 	  -0.165449
  0.419355 	  -0.123267
  0.451613 	 -0.0760383
  0.483871 	 -0.0256968
  0.516129 	  0.0256968
  0.548387 	  0.0760383
  0.580645 	   0.123267
  0.612903 	   0.165449
  0.645161 	   0.200857
  0.677419 	   0.228043
  0.709677 	   0.245892
  0.741935 	   0.253674
  0.774194 	   0.251071
  0.806452 	   0.238189
   0.83871 	   0.215556
  0.870968 	   0.184098
  0.903226 	   0.145102
  0.935484 	   0.100166
  0.967742 	  0.0511299
         1 	          0

 
         0 	          0
 0.0322581 	  0.0760383
 0.0645161 	   0.145102
 0.0967742 	   0.200857
  0.129032 	   0.238189
   0.16129 	   0.253674
  0.193548 	   0.245892
  0.225806 	   0.215556
  0.258065 	   0.165449
  0.290323 	   0.100166
  0.322581 	  0.0256968
  0.354839 	 -0.0511299
  0.387097 	  -0.123267
  0.419355 	  -0.184098
  0.451613 	  -0.228043
  0.483871 	  -0.251071
  0.516129 	  -0.251071
  0.548387 	  -0.228043
  0.580645 	  -0.184098
  0.612903 	  -0.123267
  0.645161 	 -0.0511299
  0.677419 	  0.0256968
  0.709677 	   0.100166
  0.741935 	   0.165449
  0.774194 	   0.215556
  0.806452 	   0.245892
   0.83871 	   0.253674
  0.870968 	   0.238189
  0.903226 	   0.200857
  0.935484 	   0.145102
  0.967742 	  0.0760383
         1 	          0

 
         0 	          0
 0.0322581 	   0.100166
 0.0645161 	   0.184098
 0.0967742 	   0.238189
  0.129032 	   0.253674
   0.16129 	   0.228043
  0.193548 	   0.165449
  0.225806 	  0.0760383
  0.258065 	 -0.0256968
  0.290323 	  -0.123267
  0.322581 	  -0.200857
  0.354839 	  -0.245892
  0.387097 	  -0.251071
  0.419355 	  -0.215556
  0.451613 	  -0.145102
  0.483871 	 -0.0511299
  0.516129 	  0.0511299
  0.548387 	   0.145102
  0.580645 	   0.215556
  0.612903 	   0.251071
  0.645161 	   0.245892
  0.677419 	   0.200857
  0.709677 	   0.123267
  0.741935 	  0.0256968
  0.774194 	 -0.0760383
  0.806452 	  -0.165449
   0.83871 	  -0.228043
  0.870968 	  -0.253674
  0.903226 	  -0.238189
  0.935484 	  -0.184098
  0.967742 	  -0.100166
         1 	          0
